,code,label,level
5550,31 77 00,Submersible Tube Tunnels,3
5551,31 77 13,Trench Excavation for Submerged Tunnels,4
5552,31 77 16,Tube Construction (Outfitting Tunnel Tubes),4
5553,31 77 19,Floating and Laying Submerged Tunnels,4
5554,32 00 00,Exterior Improvements,1
5555,32 01 00,Operation and Maintenance of Exterior Improvements,3
5556,32 01 11,Paving Cleaning,4
5557,32 01 11.51,Rubber and Paint Removal from Paving,5
5558,32 01 11.52,Rubber Removal from Paving,5
5559,32 01 11.53,Paint Removal from Paving,5
5560,32 01 13,Flexible Paving Surface Treatment,4
5561,32 01 13.61,Slurry Seal (Latex Modified),5
5562,32 01 13.62,Asphalt Surface Treatment,5
5563,32 01 16,Flexible Paving Rehabilitation,4
5564,32 01 16.71,Cold Milling Asphalt Paving,5
5565,32 01 16.72,Asphalt Paving Reuse,5
5566,32 01 16.73,In Place Cold Reused Asphalt Paving,5
5567,32 01 16.74,In Place Hot Reused Asphalt Paving,5
5568,32 01 16.75,Heater Scarifying of Asphalt Paving,5
5569,32 01 17,Flexible Paving Repair,4
5570,32 01 17.61,Sealing Cracks in Asphalt Paving,5
5571,32 01 17.62,Stress-Absorbing Membrane Interlayer,5
5572,32 01 19,Rigid Paving Surface Treatment,4
5573,32 01 19.61,Sealing of Joints in Rigid Paving,5
5574,32 01 19.62,Patching of Rigid Paving,5
5575,32 01 23,Base Course Reconditioning,4
5576,32 01 26,Rigid Paving Rehabilitation,4
5577,32 01 26.71,Grooving of Concrete Paving,5
5578,32 01 26.72,Grinding of Concrete Paving,5
5579,32 01 26.73,Milling of Concrete Paving,5
5580,32 01 26.74,Concrete Overlays,5
5581,32 01 26.75,Concrete Paving Reuse,5
5582,32 01 29,Rigid Paving Repair,4
5583,32 01 29.61,Partial Depth Patching of Rigid Paving,5
5584,32 01 29.62,Concrete Paving Raising,5
5585,32 01 29.63,Subsealing and Stabilization,5
5586,32 01 30,Operation and Maintenance of Site Improvements,4
5587,32 01 30.13,Snow Removal,5
5588,32 01 80,Operation and Maintenance of Irrigation,4
5589,32 01 90,Operation and Maintenance of Planting,4
5590,32 01 90.13,Fertilizing,5
5591,32 01 90.16,Amending Soils,5
5592,32 01 90.19,Mowing,5
5593,32 01 90.23,Pruning,5
5594,32 01 90.26,Watering,5
5595,32 01 90.29,Topsoil Preservation,5
5596,32 01 90.33,Tree and Shrub Preservation,5
5597,32 05 00,Common Work Results for Exterior Improvements,3
5598,32 05 05,Selective Demolition for Exterior Improvements,4
5599,32 05 13,Soils for Exterior Improvements,4
5600,32 05 16,Aggregates for Exterior Improvements,4
5601,32 05 19,Geosynthetics for Exterior Improvements,4
5602,32 05 19.13,Geotextiles for Exterior Improvements,5
5603,32 05 19.16,Geomembranes for Exterior Improvements,5
5604,32 05 19.19,Geogrids for Exterior Improvements,5
5605,32 05 23,Cement and Concrete for Exterior Improvements,4
5606,32 05 33,Common Work Results for Planting,4
5607,32 06 00,Schedules for Exterior Improvements,3
5608,32 06 10,"Schedules for Bases, Ballasts, and Paving",4
5609,32 06 10.13,Pedestrian Walkway Schedule,5
5610,32 06 30,Schedules for Site Improvements,4
5611,32 06 30.13,Retaining Wall Schedule,5
5612,32 06 80,Schedules for Irrigation,4
5613,32 06 80.13,Irrigation Piping Schedule,5
5614,32 06 90,Schedules for Planting,4
5615,32 06 90.13,Planting Schedule,5
5616,32 08 00,Commissioning of Exterior Improvements,3
5617,32 10 00,"Bases, Ballasts, and Paving",2
5618,32 11 00,Base Courses,3
5619,32 11 13,Subgrade Modifications,4
5620,32 11 13.13,Lime-Treated Subgrades,5
5621,32 11 13.16,Bituminous-Treated Subgrades,5
5622,32 11 16,Subbase Courses,4
5623,32 11 16.13,Sand-Clay Subbase Courses,5
5624,32 11 16.16,Aggregate Subbase Courses,5
5625,32 11 23,Aggregate Base Courses,4
5626,32 11 23.13,Sand-Clay Base Courses,5
5627,32 11 23.23,Base Course Drainage Layers,5
5628,32 11 26,Asphaltic Base Courses,4
5629,32 11 26.13,Plant Mix Asphaltic Base Courses,5
5630,32 11 26.16,Road Mix Asphaltic Base Courses,5
5631,32 11 26.19,Bituminous-Stabilized Base Courses,5
5632,32 11 29,Lime Treated Base Courses,4
5633,32 11 29.13,Lime-Fly Ash-Treated Base Courses,5
5634,32 11 33,Cement-Treated Base Courses,4
5635,32 11 33.13,Portland Cement-Stabilized Base Courses,5
5636,32 11 36,Concrete Base Courses,4
5637,32 11 36.11,Soil-Cement Concrete Base Courses,5
5638,32 11 36.13,Lean Concrete Base Courses,5
5639,32 11 36.16,Plain Cement Concrete Base Courses,5
5640,32 11 36.19,Hydraulic Cement Concrete Base Courses,5
5641,32 11 39,Shell Base Course,4
5642,32 12 00,Flexible Paving,3
5643,32 12 13,Preparatory Coats,4
5644,32 12 13.13,Tack Coats,5
5645,32 12 13.16,Asphaltic Tack Coats,5
5646,32 12 13.19,Prime Coats,5
5647,32 12 13.23,Asphaltic Prime Coats,5
5648,32 12 16,Asphalt Paving,4
5649,32 12 16.13,Plant-Mix Asphalt Paving,5
5650,32 12 16.16,Road-Mix Asphalt Paving,5
5651,32 12 16.19,Cold-Mix Asphalt Paving,5
5652,32 12 16.23,Reinforced Asphalt Paving,5
5653,32 12 16.26,Fiber-Modified Asphalt Paving,5
5654,32 12 16.29,Polymer-Modified Asphalt Paving,5
5655,32 12 16.33,Granulated Rubber-Modified Asphalt Paving,5
5656,32 12 16.36,Athletic Asphalt Paving,5
5657,32 12 19,Asphalt Paving Wearing Courses,4
5658,32 12 19.13,Road-Mix Asphalt Paving Wearing Courses,5
5659,32 12 19.16,Resin-Modified Asphalt Paving Wearing Courses,5
5660,32 12 19.19,Porous Friction Asphalt Paving Wearing Courses,5
5661,32 12 33,Flexible Paving Surface Treatments,4
5662,32 12 36,Seal Coats,4
5663,32 12 36.13,Asphaltic Seal and Fog Coats,5
5664,32 12 36.16,Coal Tar Seal Coats,5
5665,32 12 36.19,Coal Tar Seal Coats with Unvulcanized Rubber,5
5666,32 12 36.23,Fuel-Resistant Sealers,5
5667,32 12 43,Porous Flexible Paving,4
5668,32 12 73,Asphalt Paving Joint Sealants,4
5669,32 13 00,Rigid Paving,3
5670,32 13 13,Concrete Paving,4
5671,32 13 13.13,Exposed Aggregate Concrete Paving,5
5672,32 13 13.16,Power-Compacted Concrete Paving,5
5673,32 13 13.17,Roller-Compacted Concrete Paving,5
5674,32 13 13.19,Prestressed Concrete Paving,5
5675,32 13 13.23,Concrete Paving Surface Treatment,5
5676,32 13 13.26,Stained Concrete Paving,5
5677,32 13 13.33,Plain Concrete Paving,5
5678,32 13 16,Decorative Concrete Paving,4
5679,32 13 16.13,Patterned Concrete Paving,5
5680,32 13 16.19,Imprinted Concrete Paving,5
5681,32 13 16.23,Stamped Concrete Paving,5
5682,32 13 43,Pervious Concrete Paving,4
5683,32 13 73,Concrete Paving Joint Sealants,4
5684,32 13 73.13,Fuel-Resistant Concrete Paving Joint Sealants,5
5685,32 13 73.16,Field-Molded Concrete Paving Joint Sealants,5
5686,32 13 73.19,Compression Concrete Paving Joint Sealants,5
5687,32 14 00,Unit Paving,3
5688,32 14 13,Precast Concrete Unit Paving,4
5689,32 14 13.13,Interlocking Precast Concrete Unit Paving,5
5690,32 14 13.16,Precast Concrete Unit Paving Slabs,5
5691,32 14 13.19,Porous Precast Concrete Unit Paving,5
5692,32 14 16,Brick Unit Paving,4
5693,32 14 23,Asphalt Unit Paving,4
5694,32 14 26,Wood Paving,4
5695,32 14 29,Rubber Paving,4
5696,32 14 33,Plastic Paving,4
5697,32 14 33.13,Permeable Plastic Paving,5
5698,32 14 40,Stone Paving,4
5699,32 14 43,Porous Unit Paving,4
5700,32 15 00,Aggregate Surfacing,3
5701,32 15 13,Cinder Surfacing,4
5702,32 15 40,Crushed Stone Surfacing,4
5703,32 15 50,Aggregate-Turf Pavement,4
5704,32 16 00,"Curbs, Gutters, Sidewalks, and Driveways",3
5705,32 16 13,Curbs and Gutters,4
5706,32 16 13.13,Cast-In-Place Concrete Curbs and Gutters,5
5707,32 16 13.16,Steel Faced Curbs,5
5708,32 16 13.23,Precast Concrete Curbs and Gutters,5
5709,32 16 13.33,Asphalt Curbs,5
5710,32 16 13.43,Stone Curbs,5
5711,32 16 23,Sidewalks,4
5712,32 16 33,Driveways,4
5713,32 17 00,Paving Specialties,3
5714,32 17 13,Parking Bumpers,4
5715,32 17 13.13,Metal Parking Bumpers,5
5716,32 17 13.16,Plastic Parking Bumpers,5
5717,32 17 13.19,Precast Concrete Parking Bumpers,5
5718,32 17 13.23,Rubber Parking Bumpers,5
5719,32 17 13.26,Wood Parking Bumpers,5
5720,32 17 16,Manufactured Traffic-Calming Devices,4
5721,32 17 23,Pavement Markings,4
5722,32 17 23.13,Painted Pavement Markings,5
5723,32 17 23.23,Raised Pavement Markings,5
5724,32 17 23.33,Plastic Pavement Markings,5
5725,32 17 26,Tactile Warning Surfacing,4
5726,32 17 29,Pavement Embedded Warning Lights,4
5727,32 17 43,Pavement Snow Melting Systems,4
5728,32 18 00,Athletic and Recreational Surfacing,3
5729,32 18 13,Synthetic Grass Surfacing,4
5730,32 18 16,Synthetic Resilient Surfacing,4
5731,32 18 16.13,Playground Protective Surfacing,5
5732,32 18 23,Athletic Surfacing,4
5733,32 18 23.13,Baseball Field Surfacing,5
5734,32 18 23.16,Natural Baseball Field Surfacing,5
5735,32 18 23.19,Synthetic Baseball Field Surfacing,5
5736,32 18 23.23,Field Sport Surfacing,5
5737,32 18 23.26,Natural Field Sport Surfacing,5
5738,32 18 23.29,Synthetic Field Sport Surfacing,5
5739,32 18 23.33,Running Track Surfacing,5
5740,32 18 23.36,Natural Running Track Surfacing,5
5741,32 18 23.39,Synthetic Running Track Surfacing,5
5742,32 18 23.43,Recreational Court Surfacing,5
5743,32 18 23.53,Tennis Court Surfacing,5
5744,32 18 23.56,Natural Tennis Court Surfacing,5
5745,32 18 23.59,Synthetic Tennis Court Surfacing,5
5746,32 18 23.63,Equestrian Surfacing,5
5747,32 30 00,Site Improvements,2
5748,32 31 00,Fences and Gates,3
5749,32 31 11,Gate Operators,4
5750,32 31 13,Chain Link Fences and Gates,4
5751,32 31 13.23,Recreational Court Fences and Gates,5
5752,32 31 13.26,Tennis Court Fences and Gates,5
5753,32 31 13.29,Tennis Court Wind Breaker,5
5754,32 31 13.33,Chain Link Backstops,5
5755,32 31 13.53,High-Security Chain Link Fences and Gates,5
5756,32 31 16,Welded Wire Fences and Gates,4
5757,32 31 17,Expanded Metal Fences and Gates,4
5758,32 31 19,Decorative Metal Fences and Gates,4
5759,32 31 19.53,Decorative Metal Security Fences and Gates,5
5760,32 31 23,Plastic Fences and Gates,4
5761,32 31 26,Wire Fences and Gates,4
5762,32 31 26.11,Wire Fences with Wood Posts,5
5763,32 31 26.13,Wire Fences with Steel Posts,5
5764,32 31 29,Wood Fences and Gates,4
5765,32 31 32,Composite Fences and Gates,4
5766,32 31 53,Cattle Guards,4
5767,32 31 56,Wild Life Deterrent Fence,4
5768,32 32 00,Retaining Walls,3
5769,32 32 13,Cast-in-Place Concrete Retaining Walls,4
5770,32 32 16,Precast Concrete Retaining Walls,4
5771,32 32 19,Unit Masonry Retaining Walls,4
5772,32 32 23,Segmental Retaining Walls,4
5773,32 32 23.13,Segmental Concrete Unit Masonry Retaining Walls,5
5774,32 32 23.16,Manufactured Modular Walls,5
5775,32 32 26,Metal Crib Retaining Walls,4
5776,32 32 29,Timber Retaining Walls,4
5777,32 32 34,Reinforced Soil Retaining Walls,4
5778,32 32 36,Gabion Retaining Walls,4
5779,32 32 43,Soldier-Beam Retaining Walls,4
5780,32 32 53,Stone Retaining Walls,4
5781,32 33 00,Site Furnishings,3
5782,32 33 13,Site Bicycle Racks,4
5783,32 33 14,Site Bicycle Lockers,4
5784,32 33 23,Site Trash and Litter Receptacles,4
5785,32 33 33,Site Manufactured Planters,4
5786,32 33 43,Site Seating and Tables,4
5787,32 33 43.13,Site Seating,5
5788,32 33 43.53,Site Tables,5
5789,32 34 00,Fabricated Bridges,3
5790,32 34 13,Fabricated Pedestrian Bridges,4
5791,32 34 23,Fabricated Roadway Bridges,4
5792,32 34 33,Fabricated Railway Bridges,4
5793,32 35 00,Screening Devices,3
5794,32 35 13,Screens and Louvers,4
5795,32 35 16,Sound Barriers,4
5796,32 35 23,Fire Barriers,4
5797,32 35 26,Blast Barriers,4
5798,32 39 00,Manufactured Site Specialties,3
5799,32 39 13,Manufactured Metal Bollards,4
5800,32 39 13.11,Manufactured Metal Security Bollards,5
5801,32 39 16,Manufactured Fire Pits,4
5802,32 39 33,Artificial Rock Fabrications,4
5803,32 70 00,Wetlands,2
5804,32 71 00,Constructed Wetlands,3
5805,32 72 00,Wetlands Restoration,3
5806,32 80 00,Irrigation,2
5807,32 81 00,Irrigation Components,3
5808,32 81 13,Irrigation Intake Screens,4
5809,32 82 00,Irrigation Pumps,3
5810,32 84 00,Planting Irrigation,3
5811,32 84 13,Drip Irrigation,4
5812,32 84 23,Underground Sprinklers,4
5813,32 86 00,Agricultural Irrigation,3
5814,32 90 00,Planting,2
5815,32 91 00,Planting Preparation,3
5816,32 91 13,Soil Preparation,4
5817,32 91 13.13,Hydro-Punching,5
5818,32 91 13.16,Mulching,5
5819,32 91 13.19,Planting Soil Mixing,5
5820,32 91 13.23,Structural Soil Mixing,5
5821,32 91 13.26,Planting Beds,5
5822,32 91 16,Planting Soil Stabilization,4
5823,32 91 16.13,Blanket Planting Soil Stabilization,5
5824,32 91 16.16,Mat Planting Soil Stabilization,5
5825,32 91 16.19,Netting Planting Soil Stabilization,5
5826,32 91 19,Landscape Grading,4
5827,32 91 19.13,Topsoil Placement and Grading,5
5828,32 92 00,Turf and Grasses,3
5829,32 92 13,Hydro-Mulching,4
5830,32 92 16,Plugging,4
5831,32 92 19,Seeding,4
5832,32 92 19.13,Mechanical Seeding,5
5833,32 92 19.16,Hydraulic Seeding,5
5834,32 92 23,Sodding,4
5835,32 92 26,Sprigging,4
5836,32 92 26.13,Stolonizing,5
5837,32 93 00,Plants,3
5838,32 93 13,Ground Covers,4
5839,32 93 23,Plants and Bulbs,4
5840,32 93 33,Shrubs,4
5841,32 93 43,Trees,4
5842,32 93 93,Exterior Artificial Plants,4
5843,32 94 00,Planting Accessories,3
5844,32 94 13,Landscape Edging,4
5845,32 94 16,Landscape Timbers,4
5846,32 94 19,Landscape Surfacing,4
5847,32 94 33,Planters,4
5848,32 94 43,Tree Grates,4
5849,32 94 46,Tree Grids,4
5850,32 95 00,Exterior Planting Support Structures,3
5851,32 96 00,Transplanting,3
5852,32 96 13,Ground Cover Transplanting,4
5853,32 96 23,Plant and Bulb Transplanting,4
5854,32 96 33,Shrub Transplanting,4
5855,32 96 43,Tree Transplanting,4
5856,33 00 00,Utilities,1
5857,33 01 00,Operation and Maintenance of Utilities,3
5858,33 01 10,Operation and Maintenance of Water Utilities,4
5859,33 01 10.51,Water Utility Intake Cleaning and Maintenance,5
5860,33 01 10.52,Reservoir Maintenance,5
5861,33 01 10.53,Flushing of Water Utility Piping,5
5862,33 01 10.54,Cleaning of Water Utility Piping,5
5863,33 01 10.56,Cleaning of Water Utility Storage Tanks,5
5864,33 01 10.57,Disinfection of Water Supply Wells,5
5865,33 01 10.58,Disinfection of Water Utility Piping Systems,5
5866,33 01 10.59,Disinfection of Water Utility Storage Tanks,5
5867,33 01 10.81,Water Supply Well Abandonment,5
5868,33 01 10.91,Rehabilitation of Water Supply Wells,5
5869,33 01 10.92,Redevelopment of Water Supply Wells,5
5870,33 01 12,Inspection and Testing of Water Utilities,4
5871,33 01 12.11,Leakage Detection,5
5872,33 01 12.13,Electrical Continuity Testing,5
5873,33 01 30,Operation and Maintenance of Sewer Utilities,4
5874,33 01 30.11,Television Inspection of Sewers,5
5875,33 01 30.13,Dye Testing of Sewers,5
5876,33 01 30.16,Smoke Testing,5
5877,33 01 30.23,Pipe Bursting,5
5878,33 01 30.41,Cleaning of Sewers,5
5879,33 01 30.42,Cleaning of Manholes,5
5880,33 01 30.43,Removal of Protruding Service Connection,5
5881,33 01 30.44,Chemical Treatment of Roots in Sewer Lines,5
5882,33 01 30.61,Packer Injection Grouting,5
5883,33 01 30.72,Cured-in-place Pipe Lining,5
5884,33 01 30.73,Cured-in-Place Point Repair,5
5885,33 01 30.74,Cured-in-Place Lateral Lining,5
5886,33 01 30.77,Cured-in-Place Lateral Shortliners,5
5887,33 01 30.79,Fold-and-Form Pipe Lining,5
5888,33 01 30.81,Manhole Rehabilitation,5
5889,33 01 30.82,Epoxy Lining for Concrete Manholes,5
5890,33 01 30.84,Manhole Inserts,5
5891,33 01 30.86,Manhole Rim Adjustment,5
5892,33 01 34,Operation and Maintenance of Onsite Wastewater Disposal Systems,4
5893,33 01 34.13,Septic Tank Solids Removal,5
5894,33 01 34.14,Septic Tank Maintenance,5
5895,33 01 34.19,Septic Tank Abandonment,5
5896,33 01 34.33,Maintenance of Onsite Sand Filters,5
5897,33 01 50,Operation and Maintenance of Hydrocarbon Utilities,4
5898,33 01 50.53,Cleaning of Hydrocarbon Conveyance Piping,5
5899,33 01 50.56,Cleaning of Hydrocarbon Storage Tanks,5
5900,33 01 50.73,Relining of Hydrocarbon Conveyance Piping,5
5901,33 01 50.76,Relining of Steel Hydrocarbon Storage Tanks,5
5902,33 01 50.81,Hydrocarbon Well Abandonment,5
5903,33 01 50.91,Rehabilitation of Hydrocarbon Wells,5
5904,33 01 60,Operation and Maintenance of Hydronic and Steam Energy Utilities,4
5905,33 01 70,Operation and Maintenance of Electrical Utilities,4
5906,33 01 70.51,Electrical Utility Visual Inspection,5
5907,33 01 70.52,Electrical Utility Thermographic Surveys,5
5908,33 01 70.53,Electrical Utility Insulation Testing,5
5909,33 01 70.54,Electrical Utility Insulating Oil/Fluid Analysis,5
5910,33 01 80,Operation and Maintenance of Communications Utilities,4
5911,33 01 80.51,Communication Utility Visual Inspection,5
5912,33 01 80.52,Communication Utility Thermographic Surveys,5
5913,33 05 00,Common Work Results for Utilities,3
5914,33 05 05,Buried Piping Installation,4
5915,33 05 05.11,Installing Bell-and-Spigot Joints,5
5916,33 05 05.13,Installing Push-on Joints,5
5917,33 05 05.15,Installing Butt-and-Strap Joints,5
5918,33 05 05.16,Installing Mechanical Joints,5
5919,33 05 05.18,Installing Restrained Joints,5
5920,33 05 05.19,Fusing Joints,5
5921,33 05 05.31,Hydrostatic Testing,5
5922,33 05 05.33,Infiltration and Exfiltration Testing,5
5923,33 05 05.36,Vacuum Testing,5
5924,33 05 05.41,Air Testing,5
5925,33 05 05.43,Mandrel Testing,5
5926,33 05 05.46,Lamp Testing,5
5927,33 05 07,Trenchless Installation of Utility Piping,4
5928,33 05 07.13,Utility Directional Drilling,5
5929,33 05 07.23,Utility Boring and Jacking,5
5930,33 05 07.24,Casing Piping for Utility Jacking,5
5931,33 05 07.33,Tunnelling,5
5932,33 05 07.36,Microtunnelling,5
5933,33 05 07.43,Utility Impact Moling,5
5934,33 05 07.53,Cable Trenching and Plowing,5
5935,33 05 09,Piping Specials for Utilities,4
5936,33 05 09.13,Couplings for Utility Piping,5
5937,33 05 09.23,Adapters for Utility Piping,5
5938,33 05 09.33,Thrust Restraint for Utility Piping,5
5939,33 05 09.43,Tappling Sleeves and Saddles for Utility Piping,5
5940,33 05 11,Aluminum Utility Pipe,4
5941,33 05 12,Brass Utility Pipe,4
5942,33 05 16,Cast-Iron Utility Pipe,4
5943,33 05 17,Copper Utility Pipe and Tubing,4
5944,33 05 19,Ductile-Iron Utility Pipe,4
5945,33 05 21,High-Alloy Nickel Utility Pipe and Tubing,4
5946,33 05 23,Stainless Steel Utility Pipe and Tubing,4
5947,33 05 23.13,Duplex and Super-Duplex Stainless Steel Utility Pipe,5
5948,33 05 23.23,300- and 400-Series Stainless Steel Utility Pipe,5
5949,33 05 23.33,Special-Fabrication Stainless Steel Utility Pipe and Tubing,5
5950,33 05 24,Steel Utility Pipe,4
5951,33 05 24.13,Steel Pipe and Tubing for Air and Gas Service,5
5952,33 05 24.23,Steel Pipe for Water Service,5
5953,33 05 24.26,Steel Pipe and Tubing for Utility Liquid Service,5
5954,33 05 24.33,Steel Pipe for Bulk Materials Conveyance,5
5955,33 05 27,Corrugated Metal Utility Pipe,4
5956,33 05 27.13,Corrugated Metal Culvert Pipe,5
5957,33 05 27.23,Corrugated Metal Slotted Pipe,5
5958,33 05 27.33,Corrugated Metal Culvert Arch Pipe,5
5959,33 05 31,Thermoplastic Utility Pipe,4
