Classifications,Property Names,Property Types
IfcActuator.ELECTRICACTUATOR,ConversionTime,real
IfcActuator.ELECTRICACTUATOR,HasLockInside,"['TRUE', 'FALSE']"
IfcActuator.ELECTRICACTUATOR,LockingForce,real
IfcActuator.ELECTRICACTUATOR,MarkingRodMovementLength,real
IfcActuator.ELECTRICACTUATOR,MaximumOperatingTime,real
IfcActuator.ELECTRICACTUATOR,MinimumOperatingSpeed,real
IfcActuator.ELECTRICACTUATOR,TractionForce,real
IfcActuator.HANDOPERATEDACTUATOR,ActionBarMovementLength,real
IfcActuator.HANDOPERATEDACTUATOR,ConversionTime,real
IfcActuator.HANDOPERATEDACTUATOR,HasLockInside,"['TRUE', 'FALSE']"
IfcActuator.HANDOPERATEDACTUATOR,LockingForce,real
IfcActuator.HANDOPERATEDACTUATOR,MarkingRodMovementLength,real
IfcActuator.HANDOPERATEDACTUATOR,MaximumOperatingTime,real
IfcActuator.HANDOPERATEDACTUATOR,MinimumOperatingSpeed,real
IfcActuator.HANDOPERATEDACTUATOR,TractionForce,real
IfcActuator.HYDRAULICACTUATOR,InputFlowrate,real
IfcActuator.HYDRAULICACTUATOR,InputPressure,real
IfcActuator.HYDRAULICACTUATOR,ActionBarMovementLength,real
IfcActuator.HYDRAULICACTUATOR,ConversionTime,real
IfcActuator.HYDRAULICACTUATOR,HasLockInside,"['TRUE', 'FALSE']"
IfcActuator.HYDRAULICACTUATOR,LockingForce,real
IfcActuator.HYDRAULICACTUATOR,MarkingRodMovementLength,real
IfcActuator.HYDRAULICACTUATOR,MaximumOperatingTime,real
IfcActuator.HYDRAULICACTUATOR,MinimumOperatingSpeed,real
IfcActuator.HYDRAULICACTUATOR,TractionForce,real
IfcActuator.PNEUMATICACTUATOR,InputFlowrate,real
IfcActuator.PNEUMATICACTUATOR,InputPressure,real
IfcActuator.PNEUMATICACTUATOR,ActionBarMovementLength,real
IfcActuator.PNEUMATICACTUATOR,ConversionTime,real
IfcActuator.PNEUMATICACTUATOR,HasLockInside,"['TRUE', 'FALSE']"
IfcActuator.PNEUMATICACTUATOR,LockingForce,real
IfcActuator.PNEUMATICACTUATOR,MarkingRodMovementLength,real
IfcActuator.PNEUMATICACTUATOR,MaximumOperatingTime,real
IfcActuator.PNEUMATICACTUATOR,MinimumOperatingSpeed,real
IfcActuator.PNEUMATICACTUATOR,TractionForce,real
IfcController.FLOATING,ControlType,"['ABSOLUTE', 'ACCUMULATOR', 'AVERAGE', 'BINARY', 'CONSTANT', 'DERIVATIVE', 'DIVIDE', 'HYSTERESIS', 'INPUT', 'INTEGRAL', 'INVERSE', 'LOWERLIMITCONTROL', 'MAXIMUM', 'MINIMUM', 'MODIFIER', 'NOTKNOWN', 'OTHER', 'OUTPUT', 'PRODUCT', 'PULSECONVERTER', 'REPORT', 'RUNNINGAVERAGE', 'SPLIT', 'SUBTRACT', 'SUM', 'UNSET', 'UPPERLIMITCONTROL', 'VARIABLE']"
IfcController.FLOATING,SignalFactor,real
IfcController.FLOATING,SignalOffset,real
IfcController.FLOATING,SignalTime,real
IfcController.MULTIPOSITION,ControlType,"['INPUT', 'NOTKNOWN', 'OTHER', 'OUTPUT', 'UNSET', 'VARIABLE']"
IfcController.PROGRAMMABLE,Application,"['BOILERCONTROLLER', 'CONSTANTLIGHTCONTROLLER', 'DISCHARGEAIRCONTROLLER', 'FANCOILUNITCONTROLLER', 'LIGHTINGPANELCONTROLLER', 'MODEMCONTROLLER', 'NOTKNOWN', 'OCCUPANCYCONTROLLER', 'OTHER', 'PARTITIONWALLCONTROLLER', 'PUMPCONTROLLER', 'REALTIMEBASEDSCHEDULER', 'REALTIMEKEEPER', 'ROOFTOPUNITCONTROLLER', 'SCENECONTROLLER', 'SPACECONFORTCONTROLLER', 'SUNBLINDCONTROLLER', 'TELEPHONEDIRECTORY', 'UNITVENTILATORCONTROLLER', 'UNSET', 'VAV']"
IfcController.PROGRAMMABLE,ControlType,"['NOTKNOWN', 'OTHER', 'PRIMARY', 'SECONDARY', 'UNSET']"
IfcController.PROGRAMMABLE,FirmwareVersion,string
IfcController.PROGRAMMABLE,SoftwareVersion,string
IfcController.PROPORTIONAL,ControlType,"['NOTKNOWN', 'OTHER', 'PROPORTIONAL', 'PROPORTIONALINTEGRAL', 'PROPORTIONALINTEGRALDERIVATIVE', 'UNSET']"
IfcController.PROPORTIONAL,DerivativeConstant,real
IfcController.PROPORTIONAL,IntegralConstant,real
IfcController.PROPORTIONAL,ProportionalConstant,real
IfcController.PROPORTIONAL,SignalTimeDecrease,real
IfcController.PROPORTIONAL,SignalTimeIncrease,real
IfcController.TWOPOSITION,ControlType,"['AND', 'AVERAGE', 'CALENDAR', 'INPUT', 'LOWERBANDSWITCH', 'LOWERLIMITSWITCH', 'NOT', 'NOTKNOWN', 'OR', 'OTHER', 'OUTPUT', 'UNSET', 'UPPERBANDSWITCH', 'UPPERLIMITSWITCH', 'VARIABLE', 'XOR']"
IfcController.TWOPOSITION,Polarity,"['TRUE', 'FALSE']"
IfcController.TWOPOSITION,Value,"['TRUE', 'FALSE']"
IfcFlowInstrument.AMMETER,AccuracyClass,real
IfcFlowInstrument.AMMETER,AccuracyGrade,string
IfcFlowInstrument.AMMETER,NominalCurrent,real
IfcFlowInstrument.AMMETER,NominalPower,real
IfcFlowInstrument.AMMETER,PrimaryCurrent,real
IfcFlowInstrument.AMMETER,PrimaryFrequency,real
IfcFlowInstrument.AMMETER,SecondaryCurrent,real
IfcFlowInstrument.AMMETER,SecondaryFrequency,real
IfcFlowInstrument.COMBINED,AccuracyClass,real
IfcFlowInstrument.COMBINED,AccuracyGrade,string
IfcFlowInstrument.COMBINED,NominalCurrent,real
IfcFlowInstrument.COMBINED,NominalPower,real
IfcFlowInstrument.COMBINED,PrimaryCurrent,real
IfcFlowInstrument.COMBINED,PrimaryFrequency,real
IfcFlowInstrument.COMBINED,SecondaryCurrent,real
IfcFlowInstrument.COMBINED,SecondaryFrequency,real
IfcFlowInstrument.COMBINED,AccuracyClass,real
IfcFlowInstrument.COMBINED,AccuracyGrade,string
IfcFlowInstrument.COMBINED,NominalCurrent,real
IfcFlowInstrument.COMBINED,NominalPower,real
IfcFlowInstrument.COMBINED,PrimaryFrequency,real
IfcFlowInstrument.COMBINED,PrimaryVoltage,real
IfcFlowInstrument.COMBINED,SecondaryFrequency,real
IfcFlowInstrument.COMBINED,SecondaryVoltage,real
IfcFlowInstrument.PRESSUREGAUGE,DisplaySize,real
IfcFlowInstrument.PRESSUREGAUGE,PressureGaugeType,"['DIAL', 'DIGITAL', 'MANOMETER', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcFlowInstrument.THERMOMETER,DisplaySize,real
IfcFlowInstrument.THERMOMETER,ThermometerType,"['DIAL', 'DIGITAL', 'NOTKNOWN', 'OTHER', 'STEM', 'UNSET']"
IfcFlowInstrument.VOLTMETER,AccuracyClass,real
IfcFlowInstrument.VOLTMETER,AccuracyGrade,string
IfcFlowInstrument.VOLTMETER,NominalCurrent,real
IfcFlowInstrument.VOLTMETER,NominalPower,real
IfcFlowInstrument.VOLTMETER,PrimaryFrequency,real
IfcFlowInstrument.VOLTMETER,PrimaryVoltage,real
IfcFlowInstrument.VOLTMETER,SecondaryFrequency,real
IfcFlowInstrument.VOLTMETER,SecondaryVoltage,real
IfcSensor.EARTHQUAKESENSOR,DataCollectionType,"['AUTOMATICANDCONTINUOUS', 'MANUALANDSINGLE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.EARTHQUAKESENSOR,DegreeOfLinearity,real
IfcSensor.EARTHQUAKESENSOR,EarthquakeSensorType,"['2DIRECTION', '3DIRECTION', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.EARTHQUAKESENSOR,FullScaleOutput,real
IfcSensor.EARTHQUAKESENSOR,LinearVelocityResolution,real
IfcSensor.EARTHQUAKESENSOR,MarginOfError,real
IfcSensor.EARTHQUAKESENSOR,SamplingFrequency,real
IfcSensor.EARTHQUAKESENSOR,SerialInterfaceType,"['NOTKNOWN', 'OTHER', 'RS_232', 'RS_422', 'RS_485', 'UNSET']"
IfcSensor.EARTHQUAKESENSOR,TransverseSensitivityRatio,real
IfcSensor.EARTHQUAKESENSOR,WorkingState,string
IfcSensor.FIRESENSOR,AccuracyOfFireSensor,real
IfcSensor.FIRESENSOR,FireSensorSetPoint,real
IfcSensor.FIRESENSOR,TimeConstant,real
IfcSensor.FOREIGNOBJECTDETECTIONSENSOR,ForeignObjectDetectionSensorType,"['DUALPOWERNETWORK', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.FOREIGNOBJECTDETECTIONSENSOR,SerialInterfaceType,"['NOTKNOWN', 'OTHER', 'RS_232', 'RS_422', 'RS_485', 'UNSET']"
IfcSensor.FOREIGNOBJECTDETECTIONSENSOR,WorkingState,string
IfcSensor.GASSENSOR,CoverageArea,real
IfcSensor.GASSENSOR,GasDetected,string
IfcSensor.HEATSENSOR,CoverageArea,real
IfcSensor.HEATSENSOR,RateOfTemperatureRise,real
IfcSensor.IONCONCENTRATIONSENSOR,SubstanceDetected,string
IfcSensor.MOVEMENTSENSOR,MovementSensingType,"['NOTKNOWN', 'OTHER', 'PHOTOELECTRICCELL', 'PRESSUREPAD', 'UNSET']"
IfcSensor.PRESSURESENSOR,IsSwitch,"['TRUE', 'FALSE']"
IfcSensor.RAINSENSOR,DataCollectionType,"['AUTOMATICANDCONTINUOUS', 'MANUALANDSINGLE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.RAINSENSOR,LengthMeasureResolution,real
IfcSensor.RAINSENSOR,MarginOfError,real
IfcSensor.RAINSENSOR,RainSensorType,"['MICROWAVE', 'NOTKNOWN', 'OTHER', 'PIEZOELECTRIC', 'TIPPINGBUCKET', 'UNSET']"
IfcSensor.RAINSENSOR,SamplingFrequency,real
IfcSensor.RAINSENSOR,SerialInterfaceType,"['NOTKNOWN', 'OTHER', 'RS_232', 'RS_422', 'RS_485', 'UNSET']"
IfcSensor.RAINSENSOR,WorkingState,string
IfcSensor.SMOKESENSOR,CoverageArea,real
IfcSensor.SMOKESENSOR,HasBuiltInAlarm,"['TRUE', 'FALSE']"
IfcSensor.SNOWDEPTHSENSOR,DataCollectionType,"['AUTOMATICANDCONTINUOUS', 'MANUALANDSINGLE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.SNOWDEPTHSENSOR,ImageResolution,string
IfcSensor.SNOWDEPTHSENSOR,ImageShootingMode,"['AUTOMATIC', 'MANUAL', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.SNOWDEPTHSENSOR,LengthMeasureResolution,real
IfcSensor.SNOWDEPTHSENSOR,MarginOfError,real
IfcSensor.SNOWDEPTHSENSOR,SamplingFrequency,real
IfcSensor.SNOWDEPTHSENSOR,SerialInterfaceType,"['NOTKNOWN', 'OTHER', 'RS_232', 'RS_422', 'RS_485', 'UNSET']"
IfcSensor.SNOWDEPTHSENSOR,SnowSensorType,"['LASERIRRADIATION', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.TEMPERATURESENSOR,TemperatureSensorType,"['HIGHLIMIT', 'LOWLIMIT', 'NOTKNOWN', 'OPERATINGTEMPERATURE', 'OTHER', 'OUTSIDETEMPERATURE', 'ROOMTEMPERATURE', 'UNSET']"
IfcSensor.TURNOUTCLOSURESENSOR,DetectionRange,real
IfcSensor.WHEELSENSOR,AxleCounterResponseTime,real
IfcSensor.WHEELSENSOR,AxleCountingEquipmentType,"['EVALUATOR', 'NOTKNOWN', 'OTHER', 'UNSET', 'WHEELDETECTOR']"
IfcSensor.WHEELSENSOR,DetectionRange,real
IfcSensor.WHEELSENSOR,FailureInformation,string
IfcSensor.WHEELSENSOR,ImpactParameter,real
IfcSensor.WHEELSENSOR,InsulationResistance,real
IfcSensor.WHEELSENSOR,MaximumVibration,real
IfcSensor.WHEELSENSOR,NominalWeight,real
IfcSensor.WINDSENSOR,DampingRatio,real
IfcSensor.WINDSENSOR,DataCollectionType,"['AUTOMATICANDCONTINUOUS', 'MANUALANDSINGLE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcSensor.WINDSENSOR,LinearVelocityResolution,real
IfcSensor.WINDSENSOR,MarginOfError,real
IfcSensor.WINDSENSOR,SamplingFrequency,real
IfcSensor.WINDSENSOR,SerialInterfaceType,"['NOTKNOWN', 'OTHER', 'RS_232', 'RS_422', 'RS_485', 'UNSET']"
IfcSensor.WINDSENSOR,SetPointSpeed,real
IfcSensor.WINDSENSOR,StartingWindSpeed,real
IfcSensor.WINDSENSOR,TimeConstant,real
IfcSensor.WINDSENSOR,WindSensorType,"['CUP', 'HOTWIRE', 'LASERDOPPLER', 'NOTKNOWN', 'OTHER', 'PLATE', 'SONIC', 'TUBE', 'UNSET', 'WINDMILL']"
IfcSensor.WINDSENSOR,WorkingState,string
IfcUnitaryControlElement.CONTROLPANEL,NominalCurrent,real
IfcUnitaryControlElement.CONTROLPANEL,NominalPower,real
IfcUnitaryControlElement.INDICATORPANEL,UnitaryApplication,"['LIFTARRIVALGONG', 'LIFTCARDIRECTIONLANTERN', 'LIFTFIRESYSTEMSPORT', 'LIFTHALLLANTERN', 'LIFTPOSITIONINDICATOR', 'LIFTVOICEANNOUNCER', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcAudioVisualAppliance.AMPLIFIER,AmplifierType,"['FIXED', 'NOTKNOWN', 'OTHER', 'UNSET', 'VARIABLE']"
IfcAudioVisualAppliance.CAMERA,CameraType,"['AUDIOVIDEO', 'NOTKNOWN', 'OTHER', 'PHOTO', 'UNSET', 'VIDEO']"
IfcAudioVisualAppliance.CAMERA,IsOutdoors,"['TRUE', 'FALSE']"
IfcAudioVisualAppliance.COMMUNICATIONTERMINAL,RailwayCommunicationTerminalType,"['IP', 'LEGACY', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcAudioVisualAppliance.DISPLAY,Brightness,real
IfcAudioVisualAppliance.DISPLAY,ContrastRatio,real
IfcAudioVisualAppliance.DISPLAY,DisplayHeight,real
IfcAudioVisualAppliance.DISPLAY,DisplayType,"['CRT', 'DLP', 'LCD', 'LED', 'NOTKNOWN', 'OTHER', 'PLASMA', 'UNSET']"
IfcAudioVisualAppliance.DISPLAY,DisplayWidth,real
IfcAudioVisualAppliance.DISPLAY,NominalSize,real
IfcAudioVisualAppliance.DISPLAY,RefreshRate,real
IfcAudioVisualAppliance.DISPLAY,TouchScreen,"['MULTITOUCH', 'NONE', 'NOTKNOWN', 'OTHER', 'SINGLETOUCH', 'UNSET']"
IfcAudioVisualAppliance.PLAYER,PlayerMediaEject,"['TRUE', 'FALSE']"
IfcAudioVisualAppliance.PLAYER,PlayerType,"['AUDIO', 'NOTKNOWN', 'OTHER', 'UNSET', 'VIDEO']"
IfcAudioVisualAppliance.PROJECTOR,ProjectorType,"['NOTKNOWN', 'OTHER', 'UNSET']"
IfcAudioVisualAppliance.RECEIVER,ReceiverType,"['AUDIO', 'AUDIOVIDEO', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcAudioVisualAppliance.SPEAKER,Impedence,real
IfcAudioVisualAppliance.SPEAKER,SpeakerMounting,"['CEILING', 'FREESTANDING', 'NOTKNOWN', 'OTHER', 'OUTDOOR', 'UNSET', 'WALL']"
IfcAudioVisualAppliance.SPEAKER,SpeakerType,"['COAXIAL', 'FULLRANGE', 'MIDRANGE', 'NOTKNOWN', 'OTHER', 'TWEETER', 'UNSET', 'WOOFER']"
IfcAudioVisualAppliance.TUNER,TunerType,"['AUDIO', 'NOTKNOWN', 'OTHER', 'UNSET', 'VIDEO']"
IfcCableCarrierFitting.BEND,BendAngle,real
IfcCableCarrierFitting.BEND,BendRadius,real
IfcCableCarrierFitting.JUNCTION,JunctionLeftAngle,real
IfcCableCarrierFitting.JUNCTION,JunctionLeftRadius,real
IfcCableCarrierFitting.JUNCTION,JunctionRightAngle,real
IfcCableCarrierFitting.JUNCTION,JunctionRightRadius,real
IfcCableCarrierFitting.JUNCTION,JunctionType,"['CROSS', 'NOTKNOWN', 'OTHER', 'TEE', 'UNSET']"
IfcCableCarrierFitting.TRANSITION,EccentricityInY,real
IfcCableCarrierFitting.TRANSITION,EccentricityInZ,real
IfcCableCarrierFitting.TRANSITION,NominalLength,real
IfcCableCarrierSegment.CABLELADDERSEGMENT,LadderConfiguration,string
IfcCableCarrierSegment.CABLETRAYSEGMENT,HasCover,"['TRUE', 'FALSE']"
IfcCableCarrierSegment.CATENARYWIRE,ACResistance,real
IfcCableCarrierSegment.CATENARYWIRE,CatenaryWireType,string
IfcCableCarrierSegment.CATENARYWIRE,CurrentCarryingCapacity,real
IfcCableCarrierSegment.CATENARYWIRE,DCResistance,real
IfcCableCarrierSegment.CATENARYWIRE,LayRatio,real
IfcCableCarrierSegment.CATENARYWIRE,MassPerLength,real
IfcCableCarrierSegment.CATENARYWIRE,MechanicalTension,real
IfcCableCarrierSegment.CATENARYWIRE,StrandingMethod,string
IfcCableCarrierSegment.CATENARYWIRE,TensileStrength,real
IfcCableCarrierSegment.CATENARYWIRE,ThermalExpansionCoefficient,real
IfcCableCarrierSegment.CATENARYWIRE,UltimateTensileStrength,real
IfcCableCarrierSegment.CATENARYWIRE,YoungModulus,real
IfcCableCarrierSegment.CONDUITSEGMENT,ConduitShapeType,"['CIRCULAR', 'NOTKNOWN', 'OTHER', 'OVAL', 'UNSET']"
IfcCableCarrierSegment.CONDUITSEGMENT,IsRigid,"['TRUE', 'FALSE']"
IfcCableCarrierSegment.CONDUITSEGMENT,NominalDiameter,real
IfcCableCarrierSegment.CONDUITSEGMENT,NominalHeight,real
IfcCableCarrierSegment.CONDUITSEGMENT,NominalWidth,real
IfcCableCarrierSegment.CONDUITSEGMENT,InnerDiameter,real
IfcCableCarrierSegment.CONDUITSEGMENT,OuterDiameter,real
IfcCableCarrierSegment.DROPPER,CurrentCarryingCapacity,real
IfcCableCarrierSegment.DROPPER,IsAdjustable,"['TRUE', 'FALSE']"
IfcCableCarrierSegment.DROPPER,IsCurrentCarrying,"['TRUE', 'FALSE']"
IfcCableCarrierSegment.DROPPER,IsRigid,"['TRUE', 'FALSE']"
IfcCableCarrierSegment.DROPPER,NominalLoad,real
IfcCableCarrierSegment.DROPPER,TensileStrength,real
IfcCableCarrierSegment.DROPPER,UltimateTensileStrength,real
IfcCableFitting.EXIT,GroundResistance,real
IfcCableFitting.FANOUT,TubeDiameter,real
IfcCableFitting.JUNCTION,JunctionLeftAngle,real
IfcCableFitting.JUNCTION,JunctionLeftRadius,real
IfcCableFitting.JUNCTION,JunctionRightAngle,real
IfcCableFitting.JUNCTION,JunctionRightRadius,real
IfcCableFitting.JUNCTION,JunctionType,"['CROSS', 'NOTKNOWN', 'OTHER', 'TEE', 'UNSET']"
IfcCableFitting.TRANSITION,EccentricityInY,real
IfcCableFitting.TRANSITION,EccentricityInZ,real
IfcCableFitting.TRANSITION,NominalLength,real
IfcCableFitting.TRANSITION,FiberType,"['BEND_INSENSITIVEFIBER', 'CUTOFFSHIFTEDFIBER', 'DISPERSIONSHIFTEDFIBER', 'LOWWATERPEAKFIBER', 'NON_ZERODISPERSIONSHIFTEDFIBER', 'NOTKNOWN', 'OM1', 'OM2', 'OM3', 'OM4', 'OM5', 'OTHER', 'STANDARDSINGLEMODEFIBER', 'UNSET']"
IfcCableSegment.BUSBARSEGMENT,ACResistance,real
IfcCableSegment.BUSBARSEGMENT,CrossSectionalArea,real
IfcCableSegment.BUSBARSEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.BUSBARSEGMENT,DCResistance,real
IfcCableSegment.BUSBARSEGMENT,InsulationMethod,"['LONGRODINSULATOR', 'NOTKNOWN', 'OTHER', 'PININSULATOR', 'POSTINSULATOR', 'UNSET']"
IfcCableSegment.BUSBARSEGMENT,IsHorizontalBusbar,"['TRUE', 'FALSE']"
IfcCableSegment.BUSBARSEGMENT,MassPerLength,real
IfcCableSegment.BUSBARSEGMENT,NominalCurrent,real
IfcCableSegment.BUSBARSEGMENT,OverallDiameter,real
IfcCableSegment.BUSBARSEGMENT,TensileStrength,real
IfcCableSegment.BUSBARSEGMENT,ThermalExpansionCoefficient,real
IfcCableSegment.BUSBARSEGMENT,UltimateTensileStrength,real
IfcCableSegment.BUSBARSEGMENT,YoungModulus,real
IfcCableSegment.CABLESEGMENT,ACResistance,real
IfcCableSegment.CABLESEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.CABLESEGMENT,DCResistance,real
IfcCableSegment.CABLESEGMENT,FunctionReliable,"['TRUE', 'FALSE']"
IfcCableSegment.CABLESEGMENT,HalogenProof,"['TRUE', 'FALSE']"
IfcCableSegment.CABLESEGMENT,HasProtectiveEarth,"['TRUE', 'FALSE']"
IfcCableSegment.CABLESEGMENT,InsulationVoltage,real
IfcCableSegment.CABLESEGMENT,MassPerLength,real
IfcCableSegment.CABLESEGMENT,MaximumBendingRadius,real
IfcCableSegment.CABLESEGMENT,MaximumCurrent,real
IfcCableSegment.CABLESEGMENT,MaximumOperatingTemperature,real
IfcCableSegment.CABLESEGMENT,MaximumShortCircuitTemperature,real
IfcCableSegment.CABLESEGMENT,OverallDiameter,real
IfcCableSegment.CABLESEGMENT,ScreenDiameter,real
IfcCableSegment.CABLESEGMENT,SelfExtinguishing60332_1,"['TRUE', 'FALSE']"
IfcCableSegment.CABLESEGMENT,SelfExtinguishing60332_3,"['TRUE', 'FALSE']"
IfcCableSegment.CABLESEGMENT,SpecialConstruction,string
IfcCableSegment.CABLESEGMENT,Standard,string
IfcCableSegment.CABLESEGMENT,Weight,real
IfcCableSegment.CABLESEGMENT,CharacteristicImpedance,real
IfcCableSegment.CABLESEGMENT,CouplingLoss,real
IfcCableSegment.CABLESEGMENT,MaximumTransmissionAttenuation,real
IfcCableSegment.CABLESEGMENT,PropagationSpeedCoefficient,real
IfcCableSegment.CABLESEGMENT,RadiantFrequency,real
IfcCableSegment.CABLESEGMENT,TransmissionLoss,real
IfcCableSegment.CABLESEGMENT,JacketColour,string
IfcCableSegment.CONDUCTORSEGMENT,ACResistance,real
IfcCableSegment.CONDUCTORSEGMENT,ConductorMaterial,"['ALUMINIUM', 'COPPER', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcCableSegment.CONDUCTORSEGMENT,ConductorShape,"['CIRCULARCONDUCTOR', 'HELICALCONDUCTOR', 'NOTKNOWN', 'OTHER', 'RECTANGULARCONDUCTOR', 'SECTORCONDUCTOR', 'UNSET']"
IfcCableSegment.CONDUCTORSEGMENT,Construction,"['FLEXIBLESTRANDEDCONDUCTOR', 'NOTKNOWN', 'OTHER', 'SOLIDCONDUCTOR', 'STRANDEDCONDUCTOR', 'UNSET']"
IfcCableSegment.CONDUCTORSEGMENT,CrossSectionalArea,real
IfcCableSegment.CONDUCTORSEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.CONDUCTORSEGMENT,DCResistance,real
IfcCableSegment.CONDUCTORSEGMENT,Function,"['LINE', 'NEUTRAL', 'NOTKNOWN', 'OTHER', 'PROTECTIVEEARTH', 'PROTECTIVEEARTHNEUTRAL', 'UNSET']"
IfcCableSegment.CONDUCTORSEGMENT,MassPerLength,real
IfcCableSegment.CONDUCTORSEGMENT,NominalCurrent,real
IfcCableSegment.CONDUCTORSEGMENT,OverallDiameter,real
IfcCableSegment.CONDUCTORSEGMENT,TensileStrength,real
IfcCableSegment.CONDUCTORSEGMENT,ThermalExpansionCoefficient,real
IfcCableSegment.CONDUCTORSEGMENT,UltimateTensileStrength,real
IfcCableSegment.CONDUCTORSEGMENT,YoungModulus,real
IfcCableSegment.CONDUCTORSEGMENT,ResistanceToGround,real
IfcCableSegment.CONDUCTORSEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.CONDUCTORSEGMENT,ElectricalClearanceDistance,real
IfcCableSegment.CONDUCTORSEGMENT,ElectricalFeederType,"['ALONGTRACKFEEDER', 'BYPASSFEEDER', 'NEGATIVEFEEDER', 'NOTKNOWN', 'OTHER', 'POSITIVEFEEDER', 'REINFORCINGFEEDER', 'UNSET']"
IfcCableSegment.CONTACTWIRESEGMENT,ACResistance,real
IfcCableSegment.CONTACTWIRESEGMENT,CrossSectionalArea,real
IfcCableSegment.CONTACTWIRESEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.CONTACTWIRESEGMENT,DCResistance,real
IfcCableSegment.CONTACTWIRESEGMENT,MassPerLength,real
IfcCableSegment.CONTACTWIRESEGMENT,TensileStrength,real
IfcCableSegment.CONTACTWIRESEGMENT,ThermalExpansionCoefficient,real
IfcCableSegment.CONTACTWIRESEGMENT,TorsionalStrength,real
IfcCableSegment.CONTACTWIRESEGMENT,YoungModulus,real
IfcCableSegment.CORESEGMENT,ACResistance,real
IfcCableSegment.CORESEGMENT,CoreIdentifier,string
IfcCableSegment.CORESEGMENT,CurrentCarryingCapacity,real
IfcCableSegment.CORESEGMENT,DCResistance,real
IfcCableSegment.CORESEGMENT,FunctionReliable,"['TRUE', 'FALSE']"
IfcCableSegment.CORESEGMENT,HalogenProof,"['TRUE', 'FALSE']"
IfcCableSegment.CORESEGMENT,LayRatio,real
IfcCableSegment.CORESEGMENT,MassPerLength,real
IfcCableSegment.CORESEGMENT,OverallDiameter,real
IfcCableSegment.CORESEGMENT,ScreenDiameter,real
IfcCableSegment.CORESEGMENT,SelfExtinguishing60332_1,"['TRUE', 'FALSE']"
IfcCableSegment.CORESEGMENT,SelfExtinguishing60332_3,"['TRUE', 'FALSE']"
IfcCableSegment.CORESEGMENT,SheathColours,"['BLACK', 'BLUE', 'BROWN', 'GOLD', 'GREEN', 'GREENANDYELLOW', 'GREY', 'NOTKNOWN', 'ORANGE', 'OTHER', 'PINK', 'RED', 'SILVER', 'TURQUOISE', 'UNSET', 'VIOLET', 'WHITE', 'YELLOW']"
IfcCableSegment.CORESEGMENT,Standard,string
IfcCableSegment.CORESEGMENT,StrandingMethod,string
IfcCableSegment.CORESEGMENT,TensileStrength,real
IfcCableSegment.CORESEGMENT,ThermalExpansionCoefficient,real
IfcCableSegment.CORESEGMENT,UltimateTensileStrength,real
IfcCableSegment.CORESEGMENT,Weight,real
IfcCableSegment.CORESEGMENT,YoungModulus,real
IfcCableSegment.FIBERSEGMENT,InUse,"['TRUE', 'FALSE']"
IfcCableSegment.FIBERSEGMENT,FiberColour,"['AQUA', 'BLACK', 'BLUE', 'BROWN', 'GREEN', 'NOTKNOWN', 'ORANGE', 'OTHER', 'RED', 'ROSE', 'SLATE', 'UNSET', 'VIOLET', 'WHITE', 'YELLOW']"
IfcCableSegment.FIBERSEGMENT,FiberType,"['BEND_INSENSITIVEFIBER', 'CUTOFFSHIFTEDFIBER', 'DISPERSIONSHIFTEDFIBER', 'LOWWATERPEAKFIBER', 'NON_ZERODISPERSIONSHIFTEDFIBER', 'NOTKNOWN', 'OM1', 'OM2', 'OM3', 'OM4', 'OM5', 'OTHER', 'STANDARDSINGLEMODEFIBER', 'UNSET']"
IfcCableSegment.FIBERSEGMENT,HasTightJacket,"['TRUE', 'FALSE']"
IfcCableSegment.FIBERTUBE,FiberTubeColour,"['AQUA', 'BLACK', 'BLUE', 'BROWN', 'GREEN', 'NOTKNOWN', 'ORANGE', 'OTHER', 'RED', 'ROSE', 'SLATE', 'UNSET', 'VIOLET', 'WHITE', 'YELLOW']"
IfcCableSegment.OPTICALCABLESEGMENT,FiberMode,"['MULTIMODE', 'NOTKNOWN', 'OTHER', 'SINGLEMODE', 'UNSET']"
IfcCableSegment.OPTICALCABLESEGMENT,OpticalCableStructure,"['BREAKOUT', 'LOOSETUBE', 'NOTKNOWN', 'OTHER', 'PATCHCORD', 'PIGTAIL', 'TIGHTBUFFERED', 'UNSET']"
